Zip,Population,County,State,WiredCount_2020,Fwcount_2020,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,%Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan,WiredCount_2015,Fwcount_2015,AllProviderCount_2015,Wired25_3_2015,Wired100_3_2015,All25_3_2015,All100_3
37186,9184,Sumner,Tennessee,2,1,9,2,2,4,3,2493,76.82,142.59,100%,49.95,3,0,5,1,1,1,1
35459,872,Sumter,Alabama,3,2,10,1,1,3,1,,,,4%,29.99,3,0,5,0,0,0,0
35460,834,Sumter,Alabama,2,2,10,1,1,3,1,,,,7%,29.99,0,0,2,0,0,0,0
35464,654,Sumter,Alabama,2,2,9,0,0,2,0,,,,0%,NULL,1,0,3,0,0,0,0
35470,5468,Sumter,Alabama,3,2,11,1,1,3,1,169,43.88,85.55,57%,69.99,1,0,3,0,0,0,0
36907,1930,Sumter,Alabama,3,2,11,1,1,3,1,2,2.98,2.98,4%,69.99,1,0,3,0,0,0,0
36925,3115,Sumter,Alabama,3,2,11,2,1,4,1,20,13.32,36.97,85%,55,1,0,3,0,0,0,0
32163,NULL,Sumter,Florida,,,,,,,,,,,,,,,,,,,
32162,45180,Sumter,Florida,6,0,11,6,5,8,6,23607,65.13,208.65,99%,65,5,0,6,5,3,5,3
33513,12086,Sumter,Florida,2,0,7,2,2,4,3,3235,53.27,68.95,86%,69.99,2,0,3,2,1,2,1
33514,1811,Sumter,Florida,2,0,7,2,1,4,2,101,22.18,58.8,71%,69.99,2,0,3,1,1,1,1
33538,4789,Sumter,Florida,2,0,7,2,2,4,3,520,41.19,111.36,97%,69.99,2,0,3,1,1,1,1
33585,1058,Sumter,Florida,2,0,7,2,1,4,2,20,93.21,151.8,78%,69.99,2,0,3,1,1,1,1
33597,8026,Sumter,Florida,4,0,9,4,4,6,5,177,8.17,18.32,77%,65,3,0,4,3,2,3,2
34484,3069,Sumter,Florida,4,0,9,4,4,6,5,1945,34.72,71.78,89%,65,4,0,5,4,3,4,3
34785,17406,Sumter,Florida,5,0,10,4,4,6,5,2535,65.86,162.45,98%,65,4,0,5,4,3,4,3
31711,867,Sumter,Georgia,5,2,12,2,2,4,2,,,,32%,29.99,8,1,11,1,1,1,1
31743,630,Sumter,Georgia,2,0,7,1,1,3,1,,,,6%,88,2,0,4,0,0,0,0
31709,16019,Sumter,Georgia,6,2,13,2,2,4,2,1678,78.98,219.6,91%,44.95,4,1,7,1,1,1,1
31719,10977,Sumter,Georgia,6,2,13,2,1,4,1,242,36.04,90.86,90%,50,4,1,7,1,1,1,1
31735,817,Sumter,Georgia,2,0,7,1,1,3,1,294,7.48,18.76,80%,88,1,0,3,0,0,0,0
31764,1296,Sumter,Georgia,5,2,12,2,2,4,2,206,3.51,6.61,5%,69.99,3,1,6,1,1,1,1
31780,2285,Sumter,Georgia,2,2,9,1,1,3,1,14,20.66,47.41,12%,69.99,3,1,6,1,1,1,1
29125,3072,Sumter,South Carolina,3,0,9,3,2,5,3,,,,88%,74.99,6,0,8,1,0,1,0
29040,8767,Sumter,South Carolina,5,0,11,3,2,5,3,447,46.4,104.77,99%,69.99,4,0,6,3,1,3,1
29051,951,Sumter,South Carolina,2,0,8,2,1,4,2,423,45.46,96.75,82%,NULL,2,0,4,2,1,2,1
29104,1531,Sumter,South Carolina,3,0,9,3,2,5,3,25,8.26,14.97,96%,69.99,2,0,4,2,0,2,0
29128,5866,Sumter,South Carolina,6,0,13,6,5,8,6,267,7.73,16.39,48%,55,5,0,7,5,1,5,1
29150,40031,Sumter,South Carolina,4,1,11,3,2,5,3,19635,65.16,149.51,100%,69.99,4,1,7,3,1,3,1
29152,2393,Sumter,South Carolina,4,0,10,3,2,5,3,158,81.63,403.24,100%,69.99,4,0,6,3,1,3,1
29153,15633,Sumter,South Carolina,4,0,10,3,2,5,3,2920,65.6,114.63,98%,69.99,4,0,6,3,1,3,1
29154,28135,Sumter,South Carolina,5,0,11,4,3,6,4,10346,51.5,115.12,100%,69.99,4,0,6,3,1,3,1
29168,3582,Sumter,South Carolina,3,0,9,3,2,5,3,31,24.99,49.91,99%,69.99,3,0,5,3,1,3,1
38761,2870,Sunflower,Mississippi,6,0,12,3,3,5,3,,,,97%,40,10,0,12,3,3,3,3
38736,440,Sunflower,Mississippi,4,2,12,1,1,3,1,2,6.67,6.67,25%,NULL,2,0,4,1,1,1,1
38737,2932,Sunflower,Mississippi,3,4,13,1,1,3,1,68,0.82,1.23,89%,55,2,1,5,1,1,1,1
38751,11638,Sunflower,Mississippi,10,2,18,7,6,10,6,1748,35.1,90.24,94%,39.99,4,0,6,3,2,3,2
38753,1456,Sunflower,Mississippi,8,1,15,3,3,6,3,180,12.27,23.44,79%,40,3,0,5,0,0,0,0
38771,3260,Sunflower,Mississippi,5,3,14,2,2,4,2,416,9.88,16.76,93%,55,2,0,4,1,1,1,1
38778,1686,Sunflower,Mississippi,4,1,11,2,2,4,2,58,4.79,11.55,43%,40,3,0,5,1,1,1,1
27007,2162,Surry,North Carolina,3,0,8,2,2,4,2,170,13.28,25,100%,44.95,4,0,6,2,0,2,0
27017,9597,Surry,North Carolina,6,0,11,4,3,6,4,1749,27.38,74.14,98%,44.95,6,1,9,3,0,3,0
27024,2733,Surry,North Carolina,3,1,9,2,2,5,2,355,18.95,50.23,97%,44.95,3,0,5,2,0,2,0
27030,38374,Surry,North Carolina,6,1,12,4,3,7,3,11356,60.57,133.2,99%,44.95,6,1,9,3,0,3,0
27041,7554,Surry,North Carolina,5,0,10,4,3,6,3,884,19.86,51.58,100%,44.95,5,1,8,3,0,3,0
27047,1191,Surry,North Carolina,3,0,8,2,2,4,3,18,2.91,5.63,94%,44.95,3,0,5,2,0,2,0
28621,10472,Surry,North Carolina,6,0,11,5,4,7,5,4320,141.96,423.37,100%,44.95,6,1,9,4,2,4,2
28676,3483,Surry,North Carolina,6,0,11,5,4,7,5,101,47.96,87.03,99%,44.95,6,1,9,4,2,4,2
28683,1697,Surry,North Carolina,6,0,11,5,4,7,5,68,30.76,82.55,89%,44.95,6,1,9,4,2,4,2
23839,741,Surry,Virginia,1,0,5,0,0,2,1,10,46.3,170.9,0%,NULL,1,0,3,0,0,0,0
23846,933,Surry,Virginia,1,0,6,1,1,3,2,16,12.05,45.12,19%,49,1,0,3,0,0,0,0
23881,2176,Surry,Virginia,2,0,7,1,1,3,2,34,7.54,15.65,5%,49,1,0,3,0,0,0,0
23883,2551,Surry,Virginia,2,0,7,1,1,3,2,342,2.99,6.27,0%,69.99,2,0,4,1,1,1,1
18421,4754,Susquehanna,Pennsylvania,5,1,11,1,1,3,2,8266,111.12,198.54,4%,79.99,3,0,4,1,0,1,0
18430,33,Susquehanna,Pennsylvania,2,0,6,0,0,2,0,0,0,0,0%,NULL,1,0,2,0,0,0,0
18441,289,Susquehanna,Pennsylvania,3,0,8,0,0,2,1,0,0,0,0%,NULL,1,0,2,0,0,0,0
18465,1340,Susquehanna,Pennsylvania,2,0,6,0,0,2,0,1004,40.21,81.69,0%,NULL,2,0,3,1,0,1,0
18470,2226,Susquehanna,Pennsylvania,4,1,10,1,1,3,2,2546,20.98,49.93,1%,79.99,2,0,3,1,0,1,0
18801,8266,Susquehanna,Pennsylvania,6,0,11,2,2,4,3,778,28.05,83.82,55%,55.95,5,0,6,2,1,2,1
18812,1644,Susquehanna,Pennsylvania,2,0,6,1,1,3,2,412,36.74,104.43,90%,69.99,3,0,4,1,0,1,0
18818,1394,Susquehanna,Pennsylvania,2,0,6,1,1,3,2,0,0,0,32%,69.99,3,0,4,1,0,1,0
18821,1153,Susquehanna,Pennsylvania,3,0,8,1,1,3,1,1036,20.06,43.57,3%,69.99,2,0,3,2,0,2,0
18822,3642,Susquehanna,Pennsylvania,5,0,10,1,1,3,2,2406,28.71,53.36,24%,69.99,3,0,4,1,0,1,0
18823,193,Susquehanna,Pennsylvania,4,0,9,0,0,2,1,0,0,0,0%,NULL,2,0,3,0,0,0,0
18824,1401,Susquehanna,Pennsylvania,5,0,10,1,1,3,2,4,19.19,19.19,12%,79.99,3,0,4,2,1,2,1
18825,111,Susquehanna,Pennsylvania,3,0,7,0,0,2,1,0,0,0,0%,NULL,1,0,2,0,0,0,0
18826,1910,Susquehanna,Pennsylvania,6,0,11,1,1,3,2,486,24.54,81.4,4%,79.99,2,0,3,0,0,0,0
18828,352,Susquehanna,Pennsylvania,1,0,5,0,0,2,1,0,0,0,0%,NULL,1,0,2,0,0,0,0
18830,735,Susquehanna,Pennsylvania,3,0,7,2,1,4,2,0,0,0,36%,51,3,0,4,1,0,1,0
18834,3691,Susquehanna,Pennsylvania,7,0,12,3,2,5,3,1050,22.09,43.17,2%,69.99,3,0,4,2,0,2,0
18842,278,Susquehanna,Pennsylvania,2,0,7,0,0,2,1,0,0,0,0%,NULL,1,0,2,0,0,0,0
18844,1870,Susquehanna,Pennsylvania,4,0,9,2,2,4,3,452,5.07,13,58%,69.99,1,0,2,1,0,1,0
18847,6024,Susquehanna,Pennsylvania,9,0,14,2,1,4,2,4404,33.83,92.55,2%,66.95,7,0,8,1,0,1,0
19931,211,Sussex,Delaware,2,1,8,1,1,4,1,,,,100%,54.95,4,0,6,1,1,1,1
19941,2522,Sussex,Delaware,4,1,10,2,2,5,3,,,,94%,29.99,6,0,8,1,1,1,1
19951,1733,Sussex,Delaware,5,1,11,3,3,6,3,,,,100%,29.99,8,0,10,3,3,3,3
19930,2768,Sussex,Delaware,5,1,11,3,3,6,3,258,52.97,128.64,100%,39.99,3,0,5,2,2,2,2
19933,8535,Sussex,Delaware,4,3,12,2,2,7,4,258,109.32,323.92,100%,39.99,3,0,5,2,2,2,2
19939,5979,Sussex,Delaware,3,2,10,1,1,5,1,7698,60.68,116.82,100%,69.99,2,0,4,1,1,1,1
19940,5574,Sussex,Delaware,3,2,10,1,1,5,2,88,75.41,206.17,100%,79.99,2,0,4,1,1,1,1
19944,620,Sussex,Delaware,3,1,9,2,2,5,2,12,4.1,7.87,100%,69.99,3,0,5,2,2,2,2
19945,6862,Sussex,Delaware,5,2,12,3,3,7,3,12894,67.47,129.14,100%,39.99,3,0,5,2,2,2,2
19947,18799,Sussex,Delaware,5,2,12,3,3,7,4,1158,63.91,228.2,100%,39.99,4,0,6,3,3,3,3
19950,6951,Sussex,Delaware,3,2,10,1,1,5,3,78,55.71,286.91,100%,79.99,2,0,4,1,1,1,1
19956,15500,Sussex,Delaware,3,3,11,1,1,6,2,4592,254.65,339.35,100%,79.99,2,0,4,1,1,1,1
19958,19650,Sussex,Delaware,5,0,10,3,3,5,3,664790,22.71,60.61,100%,39.99,4,0,6,3,3,3,3
19960,6295,Sussex,Delaware,3,1,9,1,1,4,2,8,1.84,3.82,99%,79.99,2,0,4,1,1,1,1
19963,19206,Sussex,Delaware,4,0,9,2,2,4,3,22072,118.95,285.17,99%,69.99,2,0,4,1,1,1,1
19966,24601,Sussex,Delaware,5,2,12,3,3,7,3,24398,110.59,281.53,100%,39.99,3,0,5,2,2,2,2
19967,354,Sussex,Delaware,4,1,10,2,2,5,2,1340,122.98,306.03,100%,39.99,2,0,4,1,1,1,1
19968,9549,Sussex,Delaware,5,1,11,3,3,6,4,11660,121.22,314.64,98%,39.99,4,0,6,3,3,3,3
19970,6170,Sussex,Delaware,5,1,11,3,3,6,3,12716,47.41,120.39,100%,39.99,3,0,5,2,2,2,2
19971,12385,Sussex,Delaware,5,0,10,3,3,5,3,26028,129,314.23,100%,39.99,4,0,6,3,3,3,3
19973,23838,Sussex,Delaware,5,3,13,3,3,8,5,190994,117.77,127.84,100%,39.99,3,0,5,2,2,2,2
19975,8253,Sussex,Delaware,5,2,12,3,3,7,3,6062,93.94,263.32,100%,69.99,4,0,6,3,3,3,3
7881,16,Sussex,New Jersey,2,0,7,1,1,3,1,,,,0%,49.82,2,0,3,1,1,1,1
7890,NULL,Sussex,New Jersey,,,,,,,,,,,,,,,,,,,
7416,5781,Sussex,New Jersey,4,0,9,2,1,4,1,11800,20.6,67.13,100%,49.82,4,0,5,2,1,2,1
7418,2249,Sussex,New Jersey,3,0,8,2,1,4,1,2192,18.75,48.96,100%,49.82,3,0,4,1,1,1,1
7419,9160,Sussex,New Jersey,7,0,12,5,4,7,4,15668,36.87,94.11,100%,19.95,3,0,4,2,1,2,1
7422,6616,Sussex,New Jersey,4,0,9,2,2,4,2,9478,63.01,195.51,100%,49.82,3,0,4,1,1,1,1
7439,2456,Sussex,New Jersey,2,0,7,2,1,4,1,218,21.43,72.41,100%,49.82,2,0,3,1,1,1,1
7460,3457,Sussex,New Jersey,6,0,11,2,2,4,2,792,51.22,109.86,100%,49.82,4,0,5,2,2,2,2
7461,19563,Sussex,New Jersey,6,0,11,5,5,7,5,50394,82.24,217.01,100%,49.82,4,0,5,2,1,2,1
7462,6885,Sussex,New Jersey,6,0,11,4,3,6,3,8936,72,275.46,100%,19.95,3,0,4,2,1,2,1
7821,9193,Sussex,New Jersey,5,0,10,3,3,5,3,4884,42.81,131.75,99%,49.82,4,0,5,3,2,3,2
7822,887,Sussex,New Jersey,2,0,7,2,1,4,1,268,166.87,259.13,100%,49.82,2,0,3,1,1,1,1
7826,6180,Sussex,New Jersey,3,0,8,3,3,5,3,7866,40.4,102.16,100%,49.82,3,0,4,3,2,3,2
7827,4244,Sussex,New Jersey,4,0,9,4,4,6,4,6484,72.02,205.4,100%,49.82,3,0,4,2,2,2,2
7843,12241,Sussex,New Jersey,4,0,9,2,2,4,2,34962,82.5,209.38,100%,79.99,2,0,3,1,1,1,1
7848,5026,Sussex,New Jersey,2,0,7,2,2,4,2,3144,15.01,39.17,100%,49.82,2,0,3,2,1,2,1
7851,119,Sussex,New Jersey,2,0,7,1,1,3,1,50,25.3,47.2,100%,109.99,2,0,3,1,1,1,1
7860,26288,Sussex,New Jersey,6,0,11,4,4,6,4,61822,25.17,72.02,100%,49.82,5,0,6,4,3,4,3
7871,21165,Sussex,New Jersey,5,0,10,4,4,6,4,73170,67.78,170.39,100%,49.82,4,0,5,3,2,3,2
7874,8905,Sussex,New Jersey,5,0,10,3,3,5,3,5066,115.73,298.16,100%,49.82,4,0,5,2,2,2,2
23870,NULL,Sussex,Virginia,,,,,,,,,,,,,,,,,,,
23882,2516,Sussex,Virginia,2,0,7,0,0,2,1,704,11.78,34.85,0%,NULL,1,0,3,0,0,0,0
23888,2275,Sussex,Virginia,4,0,9,2,2,4,3,136,52.63,110.5,68%,49,2,0,4,1,1,1,1
23890,4249,Sussex,Virginia,5,0,10,3,3,5,4,74,25.48,48.85,60%,49,2,0,4,1,1,1,1
23891,2358,Sussex,Virginia,1,0,6,1,0,3,1,0,0,0,0%,49,0,0,2,0,0,0,0
23897,595,Sussex,Virginia,1,0,6,0,0,2,0,0,0,0,0%,NULL,1,0,3,0,0,0,0
95659,702,Sutter,California,2,3,11,1,0,4,1,4,29.61,64.45,100%,74.99,1,2,4,0,0,0,0
95668,815,Sutter,California,2,6,14,0,0,6,2,1488,16.58,19.41,100%,74.99,2,2,5,1,1,1,1
95674,935,Sutter,California,2,5,13,1,0,6,1,60,22.56,58.83,87%,74.99,1,3,5,0,0,0,0
95953,10718,Sutter,California,3,3,12,2,1,5,3,3115,32.99,47.98,100%,74.99,2,3,6,2,1,2,1
95957,761,Sutter,California,2,6,14,0,0,4,2,74,7.72,19.72,90%,74.99,0,4,5,0,0,0,0
95982,3221,Sutter,California,3,4,13,3,3,6,4,30,77.07,195.56,100%,55,2,3,6,2,1,2,1
95991,40593,Sutter,California,5,3,14,4,4,7,6,11023,91.94,220.06,100%,35,2,2,5,2,1,2,1
95993,36067,Sutter,California,5,3,14,5,5,8,7,22503,87.52,205.2,100%,35,3,2,6,2,1,2,1
76950,4180,Sutton,Texas,5,4,15,2,2,4,2,151,9.84,21.87,81%,59.95,5,2,9,1,1,1,1
32062,2449,Suwannee,Florida,2,0,7,2,2,4,3,,,,74%,,11,0,12,1,0,1,0
32008,5309,Suwannee,Florida,2,0,7,2,2,4,3,4928,15.29,36.76,87%,NULL,1,0,2,0,0,0,0
32060,21363,Suwannee,Florida,3,0,8,3,3,5,4,4516,17.13,46.03,88%,79.99,2,0,3,2,1,2,1
32064,6860,Suwannee,Florida,3,0,8,3,3,5,4,1215,27.21,52.18,97%,79.99,2,0,3,2,1,2,1
32071,3671,Suwannee,Florida,3,1,9,3,3,5,4,3,22.1,23.15,73%,79.99,1,0,2,0,0,0,0
32094,2724,Suwannee,Florida,2,1,8,2,2,4,3,495,15.29,48.05,76%,NULL,1,0,2,0,0,0,0
28713,8686,Swain,North Carolina,3,0,7,2,2,4,3,5077,44.3,103.08,70%,35,2,0,4,1,0,1,0
28719,8048,Swain,North Carolina,1,0,6,0,0,2,1,5376,11.46,26.74,0%,NULL,1,0,3,0,0,0,0
59033,334,Sweet Grass,Montana,1,2,7,1,0,4,0,,,,93%,91.67,4,1,7,1,0,1,0
59052,139,Sweet Grass,Montana,1,2,7,1,0,4,1,,,,85%,91.67,3,1,6,0,0,0,0
59055,59,Sweet Grass,Montana,2,2,9,1,1,4,1,,,,100%,91.67,3,1,6,1,0,1,0
59011,3027,Sweet Grass,Montana,3,2,10,3,2,6,3,5615,16.96,31.13,99%,69.99,2,2,6,2,1,2,1
82901,27971,Sweetwater,Wyoming,8,5,20,6,5,11,6,23782,28.64,67.51,100%,49.95,4,3,8,3,1,4,1
82932,836,Sweetwater,Wyoming,1,2,8,0,0,3,0,44,1.79,4.67,4%,59.95,2,1,4,1,0,1,0
82935,13121,Sweetwater,Wyoming,3,3,11,3,2,7,3,7711,31.35,74.13,100%,59,4,2,7,3,1,3,1
56208,2066,Swift,Minnesota,4,4,13,3,3,7,4,643,46.05,118.57,100%,69.95,3,3,7,2,2,2,2
56215,4693,Swift,Minnesota,7,5,16,5,4,10,5,339,57.38,122.46,100%,69.95,6,3,10,3,2,3,2
56226,254,Swift,Minnesota,4,5,14,3,2,8,3,144,75.18,213.79,100%,69.95,3,3,7,1,1,1,1
56231,390,Swift,Minnesota,1,5,11,1,1,6,2,18,43.29,92.15,100%,69.95,2,3,6,0,0,0,0
56249,296,Swift,Minnesota,1,3,9,1,1,5,2,58,34.89,80.58,99%,69.95,1,2,4,0,0,0,0
56271,1196,Swift,Minnesota,5,4,14,3,3,8,4,264,26.71,74.9,100%,66.95,4,3,8,2,1,2,1
79042,1169,Swisher,Texas,5,3,13,5,4,8,4,46,9.52,19.05,77%,40,2,1,4,0,0,0,0
79052,1259,Swisher,Texas,5,3,13,3,3,5,3,146,176.62,506.83,80%,40,3,3,7,0,0,0,0
79088,5945,Swisher,Texas,5,2,12,5,4,7,4,1203,135.54,335.19,85%,40,4,1,6,3,2,3,2
47011,1277,Switzerland,Indiana,3,1,9,1,1,3,2,81,9.48,18.74,2%,64.95,2,1,5,0,0,0,0
47020,1309,Switzerland,Indiana,1,2,9,1,0,3,0,21,8.41,9.56,2%,NULL,1,2,5,0,0,0,0
47038,1504,Switzerland,Indiana,1,3,10,1,0,3,0,12,23.55,59.23,40%,NULL,1,2,5,0,0,0,0
47043,5250,Switzerland,Indiana,4,2,11,2,1,4,2,260,26.86,86.23,39%,69.99,4,2,8,2,0,2,0
47224,636,Switzerland,Indiana,2,2,8,1,1,4,2,53,95.24,202.29,22%,64.95,1,1,4,0,0,0,0
31812,565,Talbot,Georgia,1,1,6,1,0,3,0,,,,65%,,1,1,4,1,0,2,0
31827,2134,Talbot,Georgia,4,1,10,2,1,4,1,,,,91%,74.99,4,1,7,2,1,3,1
31836,1154,Talbot,Georgia,4,1,9,3,3,5,3,1,2.05,2.05,79%,69.99,3,0,5,2,1,2,1
21606,NULL,Talbot,Maryland,,,,,,,,,,,,,,,,,,,
21612,492,Talbot,Maryland,2,1,8,1,1,4,3,,,,92%,39.99,4,0,6,1,0,1,0
21647,289,Talbot,Maryland,2,1,8,1,1,4,3,,,,92%,39.99,6,0,8,1,0,1,0
21676,398,Talbot,Maryland,2,0,7,1,1,3,2,,,,93%,39.99,3,0,5,1,0,1,0
21601,23597,Talbot,Maryland,6,2,13,4,4,7,6,28200,60.9,169.9,99%,39.99,4,1,7,3,2,3,2
21625,2719,Talbot,Maryland,4,2,11,2,2,6,4,82,22.21,69.79,100%,39.99,3,0,5,2,1,2,1
21654,1236,Talbot,Maryland,2,1,8,1,1,4,3,414,76.08,190.8,100%,39.99,2,0,4,1,0,1,0
21662,555,Talbot,Maryland,2,2,9,1,1,4,3,90,8.79,23.73,100%,39.99,2,1,5,1,0,1,0
21663,3308,Talbot,Maryland,3,1,9,1,1,4,3,5230,59.38,90.79,93%,39.99,2,0,4,1,0,1,0
21665,287,Talbot,Maryland,2,1,8,1,1,4,3,2620,2.78,7.18,86%,39.99,2,0,4,1,0,1,0
21671,756,Talbot,Maryland,2,1,8,1,1,4,3,360,4.13,9.52,100%,39.99,2,0,4,1,0,1,0
21673,3136,Talbot,Maryland,6,1,12,4,4,7,6,1802,2.4,2.81,100%,39.99,2,0,4,1,0,1,0
21679,483,Talbot,Maryland,3,2,10,1,1,5,3,76,127.73,396.17,100%,39.99,2,0,4,1,0,1,0
30631,1767,Taliaferro,Georgia,3,0,8,1,1,3,1,451,7.45,14.78,93%,59.99,2,0,4,1,1,1,1
35014,4546,Talladega,Alabama,5,3,13,2,2,5,3,123,76,198.19,52%,35,3,1,6,1,1,1,1
35044,7713,Talladega,Alabama,5,3,13,3,3,6,4,456,84.03,216.81,74%,35,3,1,6,2,1,2,1
35096,7815,Talladega,Alabama,8,0,13,6,6,8,7,7643,39.21,108.43,71%,50,6,0,8,2,2,2,2
35150,18472,Talladega,Alabama,7,2,14,7,5,9,6,12277,35.06,92.88,98%,35,4,1,7,2,1,2,1
35151,7632,Talladega,Alabama,8,2,15,5,4,7,5,954,62.72,169.55,72%,35,4,1,7,3,1,3,1
35160,26822,Talladega,Alabama,8,3,16,5,4,8,5,12767,59.72,217.76,87%,35,5,1,8,2,2,2,2
36268,5432,Talladega,Alabama,6,0,11,6,6,8,7,1166,17.72,41.32,93%,35,3,0,5,3,2,3,2
38927,1186,Tallahatchie,Mississippi,2,3,11,2,2,4,2,,,,94%,55,7,1,10,0,0,0,0
38920,804,Tallahatchie,Mississippi,1,3,10,0,0,2,0,2,57.36,70.51,0%,NULL,1,1,4,0,0,0,0
38921,5061,Tallahatchie,Mississippi,3,3,12,1,1,3,1,890,3.45,7.21,64%,55,2,1,5,1,1,1,1
38928,497,Tallahatchie,Mississippi,3,3,12,1,1,3,1,88,94.05,253.63,0%,79.99,1,1,4,0,0,0,0
38950,334,Tallahatchie,Mississippi,3,1,10,1,1,3,1,7,0.29,1.07,14%,80,1,0,3,0,0,0,0
38953,798,Tallahatchie,Mississippi,4,3,13,2,2,4,2,0,0,0,23%,79.99,1,0,3,0,0,0,0
38963,4015,Tallahatchie,Mississippi,4,4,14,2,2,4,2,42,1.99,4.43,90%,55,2,1,5,1,1,1,1
38966,1174,Tallahatchie,Mississippi,3,3,12,2,2,4,2,702,2.25,5.42,88%,55,2,1,5,1,1,1,1
35010,20816,Tallapoosa,Alabama,6,1,12,4,3,6,4,37823,31.78,87.81,98%,35,5,0,7,2,2,2,2
36256,1570,Tallapoosa,Alabama,4,1,9,1,1,3,2,17,3.88,4.85,58%,69.99,3,0,5,1,1,1,1
36850,2630,Tallapoosa,Alabama,6,2,13,3,3,5,4,42,52.25,98.28,53%,69.99,4,0,6,1,1,1,1
36853,8269,Tallapoosa,Alabama,6,2,13,3,1,6,2,5535,95.72,112.31,87%,69.99,4,0,6,2,2,2,2
36861,3264,Tallapoosa,Alabama,3,1,9,1,1,3,2,7050,23.5,46.83,98%,69.99,2,0,4,1,1,1,1
52217,590,Tama,Iowa,8,3,17,7,5,10,6,,,,99%,29.99,8,2,11,3,1,3,1
50173,696,Tama,Iowa,7,2,15,7,5,9,6,54,9.02,16.35,67%,69.95,4,1,6,3,2,3,2
50612,335,Tama,Iowa,7,5,18,6,4,11,5,8,2.23,5.35,99%,59.95,4,2,7,2,1,2,1
50632,1107,Tama,Iowa,6,3,15,5,3,7,4,176,51.43,119.82,77%,59.95,6,3,10,3,1,3,1
50635,1602,Tama,Iowa,7,8,21,6,3,10,5,71,8.83,15.16,83%,59.95,6,4,11,3,1,3,1
50675,2456,Tama,Iowa,9,6,20,8,6,12,7,436,30.9,90.21,97%,59.95,8,3,12,4,2,4,2
52215,843,Tama,Iowa,11,3,20,6,5,9,7,298,6.82,19.84,66%,59.95,8,3,12,1,0,1,0
52224,2016,Tama,Iowa,8,3,17,6,4,9,5,4099,34.24,73.07,98%,59.95,9,2,12,4,2,4,2
52225,447,Tama,Iowa,7,2,15,5,3,8,4,181,23.46,48.2,60%,59.95,8,1,10,3,1,3,1
52339,4504,Tama,Iowa,9,2,17,8,6,10,7,177,13,24.45,87%,59.95,11,2,14,5,3,5,3
52342,3274,Tama,Iowa,6,5,17,5,4,8,6,367,5.72,16.51,84%,59.95,7,4,12,4,2,4,2
65679,2704,Taney,Missouri,3,2,11,3,2,7,2,,,,100%,29.99,11,0,12,2,2,2,2
65680,1201,Taney,Missouri,2,2,10,2,1,6,1,,,,100%,40,8,0,9,0,0,0,0
65701,NULL,Taney,Missouri,,,,,,,,,,,,,,,,,,,
65731,281,Taney,Missouri,1,2,9,1,0,5,0,,,,100%,,5,1,7,0,0,1,1
65739,1326,Taney,Missouri,2,2,10,2,1,6,1,,,,100%,40,10,0,11,2,2,2,2
65744,142,Taney,Missouri,1,2,9,0,0,3,0,,,,100%,,1,0,2,0,0,0,0
65759,1423,Taney,Missouri,2,2,10,2,1,6,1,,,,100%,29.99,7,0,8,0,0,0,0
65614,591,Taney,Missouri,1,4,11,0,0,6,1,10,19.43,24.11,47%,NULL,1,0,2,0,0,0,0
65616,24284,Taney,Missouri,6,2,14,6,6,10,7,15331,66.72,232.71,100%,35,3,1,5,1,1,2,2
65627,460,Taney,Missouri,1,2,9,0,0,4,0,5,2.47,9.47,65%,NULL,1,0,2,0,0,0,0
65653,5708,Taney,Missouri,3,4,13,3,2,9,3,3462,8.26,20.47,100%,40,3,1,5,2,2,3,3
65672,9048,Taney,Missouri,3,2,11,3,2,7,2,220,6.97,18.79,100%,40,2,1,4,1,1,2,2
65733,720,Taney,Missouri,1,2,8,0,0,3,0,120,6.67,19.08,21%,NULL,1,0,3,0,0,0,0
65740,3405,Taney,Missouri,3,2,11,3,2,7,2,198,17.08,50.86,100%,40,3,1,5,2,2,3,3
65771,1398,Taney,Missouri,2,3,11,2,1,7,1,179,5.83,12.22,100%,40,2,1,4,1,1,2,2
70421,NULL,Tangipahoa,Louisiana,,,,,,,,,,,,,,,,,,,
70436,629,Tangipahoa,Louisiana,2,1,8,1,1,3,2,,,,99%,74.99,2,0,4,1,1,1,1
70401,20415,Tangipahoa,Louisiana,9,1,15,7,6,10,7,8014,83.11,204.87,100%,35,7,2,11,4,1,5,1
70402,1514,Tangipahoa,Louisiana,3,0,8,2,1,4,2,218,39.9,90.91,100%,69.99,3,0,5,2,1,2,1
70403,26011,Tangipahoa,Louisiana,7,0,12,6,5,8,6,11778,55.72,163,100%,35,4,0,6,3,1,3,1
70422,13797,Tangipahoa,Louisiana,7,2,14,6,4,8,5,896,42.37,110.65,78%,35,5,1,8,3,1,3,1
70442,277,Tangipahoa,Louisiana,2,1,8,0,0,2,1,109,1.61,2.35,0%,NULL,1,0,3,0,0,0,0
70443,10232,Tangipahoa,Louisiana,5,1,11,3,3,5,4,704,90.33,158.23,100%,55,3,0,5,2,1,2,1
70444,10160,Tangipahoa,Louisiana,4,2,11,3,1,5,2,1784,63.05,82.56,1%,55,3,1,6,1,1,1,1
