Zip,Population,County,State,WiredCount_2020,Fwcount_2020,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,%Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan,WiredCount_2015,Fwcount_2015,AllProviderCount_2015,Wired25_3_2015,Wired100_3_2015,All25_3_2015,All100_3
83847,1719,Boundary,Idaho,1,3,8,0,0,4,0,26,5.4,9.87,100%,NULL,1,2,5,0,0,1,0
66716,567,Bourbon,Kansas,2,1,8,1,0,4,1,,,,100%,105,1,3,5,1,1,1,1
66738,376,Bourbon,Kansas,1,2,8,1,0,5,2,,,,100%,105,1,2,4,1,1,1,1
66779,650,Bourbon,Kansas,1,2,8,1,0,5,2,,,,100%,105,1,3,5,1,1,1,1
66780,589,Bourbon,Kansas,2,5,13,2,1,6,3,,,,100%,70,1,4,6,1,1,2,2
66701,12325,Bourbon,Kansas,5,6,16,3,1,8,3,4285,63.66,182.72,100%,40,4,3,8,2,2,2,2
66741,237,Bourbon,Kansas,2,4,11,0,0,5,2,22,3.81,5.71,100%,100,1,2,4,0,0,0,0
66754,451,Bourbon,Kansas,2,2,9,0,0,4,2,39,9.84,30.15,100%,105,2,2,5,1,1,1,1
66769,557,Bourbon,Kansas,2,2,9,1,0,5,2,3404,178.03,275.71,100%,105,2,2,5,2,2,2,2
40361,18220,Bourbon,Kentucky,6,4,17,6,5,10,5,4457,93.02,223.5,99%,35,4,2,8,2,0,2,0
75507,NULL,Bowie,Texas,,,,,,,,,,,,,,,,,,,
75599,NULL,Bowie,Texas,,,,,,,,,,,,,,,,,,,
75501,36298,Bowie,Texas,6,1,13,6,6,8,6,20760,40.92,113.13,99%,40,2,0,3,1,1,1,1
75503,24379,Bowie,Texas,5,0,11,5,5,7,5,16446,52.62,151.57,99%,40,2,0,3,1,1,1,1
75559,5568,Bowie,Texas,3,0,9,3,3,5,4,124,45.22,91.68,70%,25,2,0,3,1,1,1,1
75561,5395,Bowie,Texas,4,0,10,4,4,6,5,66,47.19,105.64,97%,25,3,0,4,2,2,2,2
75567,4225,Bowie,Texas,5,0,11,5,5,7,6,63,17.64,33.49,92%,25,3,0,4,2,2,2,2
75569,2874,Bowie,Texas,3,0,9,3,3,5,3,46,64.41,203.35,95%,55,2,0,3,1,1,1,1
75570,11518,Bowie,Texas,4,0,10,4,4,6,5,2143,26.03,71.49,70%,25,3,0,4,2,2,2,2
75574,1868,Bowie,Texas,3,0,9,2,2,4,3,1,9.63,9.63,59%,25,1,0,2,0,0,0,0
58623,2370,Bowman,North Dakota,2,1,7,2,2,4,2,413,53.88,160.51,100%,34.83,3,1,6,2,2,2,2
58651,475,Bowman,North Dakota,3,1,8,2,2,4,2,2,71.32,71.32,100%,34.83,3,1,6,2,2,2,2
69301,10125,Box Butte,Nebraska,8,5,17,5,3,8,4,1137,57.52,161.53,96%,45,10,3,14,4,3,4,3
69348,1503,Box Butte,Nebraska,4,6,15,2,2,6,3,316,25.55,44.91,98%,45,3,3,7,2,1,2,1
84306,318,Box Elder,Utah,2,4,12,1,1,5,3,,,,86%,49.95,2,4,8,0,0,0,0
84311,714,Box Elder,Utah,2,1,9,1,1,4,1,,,,100%,49.95,5,1,8,1,1,1,1
84331,272,Box Elder,Utah,1,1,8,0,0,2,0,,,,0%,NULL,2,0,4,0,0,0,0
84302,23703,Box Elder,Utah,7,4,17,5,5,9,7,8887,176.84,592.96,99%,34.99,5,2,9,4,4,4,4
84307,1375,Box Elder,Utah,4,2,12,2,2,5,3,253,15.06,27.63,95%,34.99,2,1,5,1,1,1,1
84309,535,Box Elder,Utah,2,3,11,1,1,5,3,146,1.65,3.75,98%,49.95,2,1,5,1,1,1,1
84312,4028,Box Elder,Utah,3,3,12,2,2,6,4,731,9.57,19.96,98%,34.99,3,3,8,2,2,2,2
84313,68,Box Elder,Utah,0,0,4,0,0,2,0,6,24.12,33.69,0%,NULL,0,0,2,0,0,0,0
84314,1031,Box Elder,Utah,3,2,11,2,2,5,3,110,7.9,15.33,100%,34.99,2,1,5,1,1,1,1
84324,701,Box Elder,Utah,2,2,10,2,2,4,3,126,8.47,22.28,63%,65,2,1,5,1,1,1,1
84329,202,Box Elder,Utah,2,0,6,2,2,4,2,32,12.52,33.57,6%,NULL,2,0,4,2,2,2,2
84336,281,Box Elder,Utah,1,0,5,0,0,2,0,9,14.6,20.01,0%,NULL,1,0,3,0,0,0,0
84337,11393,Box Elder,Utah,5,3,14,3,3,7,5,4780,44.99,91.91,95%,34.99,3,2,7,2,2,2,2
84340,3369,Box Elder,Utah,4,2,12,4,4,6,5,85,10.13,24.72,97%,34.99,2,1,5,2,2,2,2
41114,NULL,Boyd,Kentucky,,,,,,,,,,,,,,,,,,,
41101,18758,Boyd,Kentucky,5,2,12,5,5,7,5,8428,62.98,130.6,100%,69.99,2,1,5,1,0,1,0
41102,21712,Boyd,Kentucky,5,2,13,5,4,7,4,5470,66.4,160.4,99%,40,4,2,8,3,2,3,2
41129,9922,Boyd,Kentucky,7,2,15,7,7,9,7,2466,72.13,207.6,92%,40,5,1,8,4,1,4,1
41168,3043,Boyd,Kentucky,4,1,11,4,4,6,4,404,67.99,183.36,67%,40,2,1,5,1,1,1,1
68719,146,Boyd,Nebraska,3,1,10,2,0,4,0,,,,100%,89.95,2,0,3,1,0,1,0
68722,555,Boyd,Nebraska,2,1,9,1,0,3,0,31,25.79,62.96,100%,NULL,2,0,3,2,0,2,0
68746,480,Boyd,Nebraska,3,1,10,3,1,5,1,61,10.93,25.85,99%,89.95,3,0,4,1,0,1,0
68755,259,Boyd,Nebraska,4,1,11,3,1,5,1,72,18.57,73.98,96%,89.95,4,0,5,3,0,3,0
68777,774,Boyd,Nebraska,1,1,8,1,0,3,0,64,82.89,239.48,96%,NULL,1,0,2,1,0,1,0
40422,24280,Boyle,Kentucky,6,5,16,4,4,7,5,7999,55.07,114.4,99%,35,3,2,7,1,0,1,0
40440,2092,Boyle,Kentucky,3,2,10,1,1,4,1,30,9.54,14.21,100%,69.99,3,1,6,1,0,1,0
40464,1114,Boyle,Kentucky,1,2,8,1,1,4,2,1,2.58,2.58,96%,99.99,1,1,4,0,0,0,0
40468,1807,Boyle,Kentucky,3,3,12,1,1,4,2,44,2.55,6.51,94%,69.99,2,2,6,1,0,1,0
41044,1116,Bracken,Kentucky,3,1,8,3,3,6,3,,,,100%,,6,1,9,0,0,0,0
41002,2510,Bracken,Kentucky,3,1,8,3,3,6,3,3,18.98,20.82,99%,NULL,2,1,5,0,0,0,0
41004,4122,Bracken,Kentucky,3,2,9,3,3,7,3,372,14.52,28.49,100%,299,2,1,5,0,0,0,0
41043,1745,Bracken,Kentucky,4,1,10,3,2,6,2,634,12.32,28.54,95%,39.99,2,1,5,1,0,1,0
32026,1959,Bradford,Florida,0,0,5,0,0,2,1,,,,0%,,0,0,1,0,0,0,0
32044,2060,Bradford,Florida,3,0,8,2,2,4,3,198,9.34,23.54,62%,NULL,2,0,3,0,0,0,0
32058,4416,Bradford,Florida,2,0,7,2,1,4,2,65,16.14,79.43,16%,NULL,2,0,3,0,0,0,0
32091,15472,Bradford,Florida,5,0,10,5,4,7,5,761,161.42,718.69,23%,55,4,0,5,2,1,2,1
32622,1294,Bradford,Florida,2,0,7,2,2,4,3,577,12.66,33.38,62%,NULL,1,0,2,0,0,0,0
16910,NULL,Bradford,Pennsylvania,,,,,,,,,,,,,,,,,,,
16914,2347,Bradford,Pennsylvania,5,2,11,2,2,4,3,416,57.95,133.03,43%,55.95,4,0,5,1,1,1,1
16925,3186,Bradford,Pennsylvania,7,1,13,3,3,5,4,1052,37.4,93.95,99%,55.95,3,0,4,0,0,0,0
16926,872,Bradford,Pennsylvania,2,2,8,1,1,3,2,2,1.94,1.94,29%,55.95,2,0,3,1,1,1,1
16947,4818,Bradford,Pennsylvania,5,3,12,3,3,6,5,3168,77.55,215.69,82%,55.95,6,0,7,3,2,3,2
17724,5424,Bradford,Pennsylvania,4,2,10,3,3,6,4,3276,17.05,46.83,70%,55.95,3,1,5,3,1,3,1
18810,6162,Bradford,Pennsylvania,8,2,15,4,3,7,4,470,29.4,56.56,96%,51,5,0,6,2,1,2,1
18817,306,Bradford,Pennsylvania,1,1,6,0,0,2,1,0,0,0,0%,NULL,1,0,2,0,0,0,0
18829,868,Bradford,Pennsylvania,2,0,6,1,0,3,1,0,0,0,28%,51,1,0,2,0,0,0,0
18831,1039,Bradford,Pennsylvania,6,3,13,2,2,5,3,1310,58.25,117.82,67%,55.95,5,0,6,1,0,1,0
18832,1874,Bradford,Pennsylvania,3,2,9,2,2,4,3,44,12.4,28.06,86%,55.95,3,0,4,2,2,2,2
18833,2056,Bradford,Pennsylvania,2,0,6,1,1,3,2,354,4.82,14.79,47%,55.95,1,0,2,1,1,1,1
18837,3267,Bradford,Pennsylvania,4,1,10,3,2,5,3,1956,19.9,45.6,43%,51,1,0,2,0,0,0,0
18840,10731,Bradford,Pennsylvania,9,2,16,5,5,8,6,11646,58.84,119.47,96%,39.99,6,0,7,3,1,3,1
18845,297,Bradford,Pennsylvania,1,0,5,0,0,2,1,8,3.41,5.29,0%,NULL,1,0,2,0,0,0,0
18846,847,Bradford,Pennsylvania,2,0,6,1,1,3,2,0,0,0,21%,55.95,1,0,2,1,1,1,1
18848,9193,Bradford,Pennsylvania,5,2,11,3,2,6,3,3760,27.74,86.91,72%,51,6,0,7,3,2,3,2
18850,2357,Bradford,Pennsylvania,7,3,14,4,3,7,4,576,29.73,81.08,51%,39.99,5,0,6,2,1,2,1
18851,706,Bradford,Pennsylvania,2,0,7,1,0,3,1,58,52.83,75.63,29%,51,1,0,2,0,0,0,0
18853,4252,Bradford,Pennsylvania,2,0,6,1,1,3,2,1694,17.26,53.94,42%,55.95,2,0,3,1,1,1,1
18854,1510,Bradford,Pennsylvania,3,1,8,2,1,4,2,28,7.24,13.35,61%,51,2,0,3,1,1,1,1
71651,150,Bradley,Arkansas,1,1,6,0,0,2,1,,,,0%,,1,0,3,0,0,0,0
71631,673,Bradley,Arkansas,1,1,6,0,0,2,1,113,9.97,44.99,0%,NULL,1,0,3,0,0,0,0
71647,2111,Bradley,Arkansas,1,1,6,0,0,2,1,753,5.86,12.54,0%,NULL,1,0,3,0,0,0,0
71671,8665,Bradley,Arkansas,7,1,12,4,1,6,2,639,17.61,49.3,86%,55,4,0,6,0,0,0,0
37310,4135,Bradley,Tennessee,6,2,14,6,6,9,7,231,52.57,110.7,94%,35,3,0,5,3,2,3,2
37311,27373,Bradley,Tennessee,8,1,14,7,7,10,8,5931,57.73,112.48,100%,35,6,1,9,5,3,6,3
37312,30962,Bradley,Tennessee,6,2,13,6,6,9,7,12851,55.47,111.68,100%,35,4,1,7,4,2,5,2
37323,30439,Bradley,Tennessee,7,1,13,7,7,10,8,7337,77.48,209.2,98%,35,4,1,7,4,3,5,3
37336,4202,Bradley,Tennessee,6,2,13,6,6,9,7,2395,23.34,61.49,93%,35,3,0,5,3,2,3,2
37353,4513,Bradley,Tennessee,8,1,15,7,7,10,8,25,11.99,29.07,98%,35,5,0,7,4,3,4,3
49028,6387,Branch,Michigan,3,2,10,1,1,3,1,762,21.94,70.09,47%,69.99,3,2,6,1,1,1,1
49036,24868,Branch,Michigan,6,4,15,3,3,6,3,4659,48.2,108.39,89%,69.99,4,2,7,1,1,1,1
49082,6579,Branch,Michigan,3,1,9,2,1,4,1,848,41.27,171.06,60%,69.99,3,2,6,1,1,1,1
49089,1875,Branch,Michigan,4,2,11,0,0,2,0,5,7.29,9.6,0%,NULL,3,1,5,0,0,0,0
49094,4104,Branch,Michigan,4,2,11,1,1,3,1,1845,42.94,103.34,0%,69.99,4,1,6,1,1,1,1
49255,1939,Branch,Michigan,4,2,11,2,2,4,2,1,5.21,5.21,9%,69.99,3,2,6,1,1,1,1
31566,3471,Brantley,Georgia,3,0,8,2,2,4,2,,,,100%,46,1,0,3,1,0,1,0
31542,2811,Brantley,Georgia,1,0,6,1,1,3,1,1,84.76,84.76,100%,69.99,2,0,4,2,1,2,1
31543,4796,Brantley,Georgia,2,1,8,2,2,4,2,226,61.88,130.2,96%,69.99,2,0,4,2,1,2,1
31553,5237,Brantley,Georgia,3,0,8,3,2,5,2,819,73.25,178.81,100%,69.99,1,0,3,1,0,1,0
25063,1797,Braxton,West Virginia,1,1,8,0,0,2,0,0,0,0,0%,NULL,1,2,5,0,0,0,0
26335,1378,Braxton,West Virginia,2,2,10,1,1,4,1,0,0,0,94%,65,3,2,7,1,1,1,1
26601,4898,Braxton,West Virginia,3,1,10,2,2,5,2,287,15.23,37.36,93%,65,4,2,8,1,1,1,1
26615,245,Braxton,West Virginia,0,2,7,0,0,3,0,0,0,0,85%,NULL,0,2,4,0,0,0,0
26619,606,Braxton,West Virginia,1,2,9,0,0,3,0,0,0,0,61%,NULL,0,2,4,0,0,0,0
26621,757,Braxton,West Virginia,2,2,10,1,1,4,1,5,3.92,8.91,95%,65,3,2,7,1,1,1,1
26623,1189,Braxton,West Virginia,1,2,9,0,0,3,0,9,5.66,17.82,0%,NULL,1,2,5,0,0,0,0
26624,2950,Braxton,West Virginia,3,2,11,1,1,4,1,5,47.17,216.13,85%,65,4,2,8,1,1,1,1
26627,447,Braxton,West Virginia,2,2,10,1,1,4,1,3,22.89,48.09,87%,65,2,2,6,1,1,1,1
26629,309,Braxton,West Virginia,1,1,8,0,0,3,0,0,0,0,62%,NULL,1,2,5,0,0,0,0
26631,352,Braxton,West Virginia,2,2,10,1,1,4,1,0,0,0,10%,65,2,2,6,1,1,1,1
77422,13933,Brazoria,Texas,8,4,18,5,5,8,5,3549,25.84,82.27,9%,40,4,2,7,1,1,1,1
77430,2283,Brazoria,Texas,4,3,13,4,2,6,2,79,13.71,14.93,52%,40,2,2,5,1,0,1,0
77480,8097,Brazoria,Texas,10,6,23,6,6,8,6,3252,38.91,86.48,93%,55,5,2,8,1,0,1,0
77486,6851,Brazoria,Texas,4,4,14,3,3,5,3,734,84.11,220.46,92%,55,2,2,5,2,0,2,0
77511,46627,Brazoria,Texas,12,4,22,10,10,12,11,12801,70.21,193.49,92%,29.95,8,2,11,6,4,6,4
77515,30309,Brazoria,Texas,9,5,20,8,7,10,7,10601,65.19,175.39,88%,35,7,3,11,6,4,6,4
77531,15639,Brazoria,Texas,9,4,19,7,7,9,7,4806,42.13,122.44,99%,29.95,3,2,6,1,1,1,1
77534,2863,Brazoria,Texas,6,4,16,6,4,8,4,792,8.1,21.66,97%,29.95,4,2,7,3,3,3,3
77541,17412,Brazoria,Texas,11,4,21,9,7,11,7,4396,39.27,99.32,94%,29.95,6,2,9,5,4,5,4
77566,28739,Brazoria,Texas,8,3,17,6,6,8,6,14975,100.06,290.01,98%,35,3,2,6,2,1,2,1
77577,1368,Brazoria,Texas,4,4,14,3,3,5,3,128,6.68,15.27,28%,35,1,2,4,0,0,0,0
77578,12672,Brazoria,Texas,8,3,17,8,8,10,9,10718,146.37,315.9,99%,29.95,6,1,8,6,4,6,4
77581,42383,Brazoria,Texas,10,2,18,10,10,12,11,38126,113.67,286.69,100%,29.95,6,2,9,5,4,5,4
77583,28531,Brazoria,Texas,8,4,18,8,8,10,9,3553,220.98,541.53,46%,29.95,7,2,10,6,3,6,3
77584,70228,Brazoria,Texas,9,3,18,9,9,11,10,51853,111.52,322.87,100%,29.95,6,1,8,6,4,6,4
77843,NULL,Brazos,Texas,,,,,,,,,,,,,,,,,,,
77801,15449,Brazos,Texas,2,4,12,1,1,5,3,1989,101.28,277.7,100%,40,3,3,7,2,2,2,2
77802,23288,Brazos,Texas,6,5,17,4,4,9,6,9384,100.4,310.66,100%,29.95,4,3,8,3,3,3,3
77803,30252,Brazos,Texas,3,5,14,2,2,7,4,1308,50.08,144.11,100%,40,3,3,7,2,2,2,2
77807,9699,Brazos,Texas,5,6,17,2,2,7,4,482,33.39,90.51,99%,40,3,3,7,1,1,1,1
77808,10634,Brazos,Texas,3,8,17,2,2,8,4,5957,10.1,24.19,100%,40,3,5,9,1,1,2,1
77840,56171,Brazos,Texas,3,5,14,1,1,6,3,33238,94.2,271.33,100%,40,3,3,7,2,2,2,2
77845,48938,Brazos,Texas,7,5,18,5,4,10,6,76170,110.01,294.13,100%,29.95,5,4,10,4,3,5,3
41310,NULL,Breathitt,Kentucky,,,,,,,,,,,,,,,,,,,
41348,1219,Breathitt,Kentucky,6,1,12,3,3,5,3,,,,99%,74.99,6,0,8,1,0,1,0
41390,52,Breathitt,Kentucky,1,0,5,0,0,2,0,,,,0%,NULL,1,0,3,0,0,0,0
41317,190,Breathitt,Kentucky,4,1,9,2,2,4,2,484,19.62,42.84,90%,69.99,2,0,4,0,0,0,0
41339,10957,Breathitt,Kentucky,5,2,11,2,2,4,2,536,14.19,28.01,67%,66.95,5,1,8,1,0,1,0
41366,20,Breathitt,Kentucky,1,1,6,1,1,3,1,4,7.76,8,75%,79.95,1,0,3,0,0,0,0
41385,470,Breathitt,Kentucky,2,2,8,1,1,3,1,2,2.6,2.6,61%,79.95,1,0,3,0,0,0,0
40115,727,Breckinridge,Kentucky,1,2,7,1,0,3,0,,,,37%,,1,1,4,0,0,0,0
40144,1866,Breckinridge,Kentucky,5,3,14,3,2,5,2,,,,96%,29.99,9,2,13,0,0,0,0
40170,344,Breckinridge,Kentucky,2,2,10,2,1,4,1,,,,74%,49.95,2,1,5,0,0,0,0
40171,243,Breckinridge,Kentucky,2,0,8,2,1,4,1,,,,98%,49.95,2,1,5,0,0,0,0
40176,931,Breckinridge,Kentucky,2,2,10,2,1,4,2,,,,100%,49.95,2,1,5,0,0,0,0
40178,468,Breckinridge,Kentucky,5,3,13,3,2,5,2,,,,80%,29.99,5,1,8,0,0,0,0
40111,1682,Breckinridge,Kentucky,3,4,13,1,0,3,0,16,7.5,11.62,53%,NULL,2,2,6,0,0,0,0
40140,787,Breckinridge,Kentucky,4,3,13,2,1,4,1,10,0.85,1.41,35%,49.95,3,1,6,0,0,0,0
40143,5939,Breckinridge,Kentucky,6,5,17,4,3,6,3,213,3.42,9.2,89%,49.95,4,2,8,0,0,0,0
40145,908,Breckinridge,Kentucky,4,3,12,2,1,4,1,8,9.18,12.07,67%,69.99,2,1,5,0,0,0,0
40146,3745,Breckinridge,Kentucky,3,3,12,2,1,4,2,544,34.78,97.67,91%,49.95,2,1,5,0,0,0,0
40152,604,Breckinridge,Kentucky,6,2,13,4,2,6,2,10,88.91,126.55,94%,49.95,3,1,6,0,0,0,0
50622,3206,Bremer,Iowa,9,4,19,5,4,8,5,75,17.17,42.41,100%,44.95,8,4,13,1,1,1,1
50647,1894,Bremer,Iowa,7,3,16,6,5,10,6,15,27.96,70.58,100%,44.95,9,2,12,5,3,5,3
50666,1027,Bremer,Iowa,3,2,11,3,2,6,4,201,37.44,95.93,99%,44.95,2,2,5,0,0,0,0
50668,1249,Bremer,Iowa,8,3,17,5,2,8,4,75,40.92,85.97,100%,35,7,4,12,2,1,2,1
50674,3555,Bremer,Iowa,10,5,21,9,6,12,8,330,27.11,76.9,98%,35,7,3,11,2,1,2,1
50676,2105,Bremer,Iowa,9,2,17,5,3,8,5,91,29.1,55.89,100%,44.95,6,3,10,1,0,1,0
50677,12131,Bremer,Iowa,12,3,21,8,4,12,6,3958,66.8,144.05,100%,35,12,3,16,4,2,4,2
32782,NULL,Brevard,Florida,,,,,,,,,,,,,,,,,,,
32899,NULL,Brevard,Florida,,,,,,,,,,,,,,,,,,,
32919,NULL,Brevard,Florida,,,,,,,,,,,,,,,,,,,
32925,1222,Brevard,Florida,3,0,8,3,3,5,3,,,,100%,55,5,0,6,2,1,2,1
32754,11313,Brevard,Florida,6,1,12,6,6,8,7,822,4.24,5.35,94%,35,3,0,4,2,1,2,1
32780,34628,Brevard,Florida,6,0,11,6,6,8,7,21156,95.82,292.02,100%,35,2,0,3,2,1,2,1
32796,20139,Brevard,Florida,6,0,11,6,6,8,7,7357,70.75,129.4,100%,35,2,1,4,2,1,2,1
32901,24521,Brevard,Florida,6,0,11,6,6,8,6,6522,137.46,294.03,100%,35,2,0,3,2,1,2,1
32903,12869,Brevard,Florida,5,0,10,5,5,7,5,12256,17.8,47.7,100%,35,2,0,3,2,1,2,1
32904,26710,Brevard,Florida,6,0,11,6,6,8,6,28225,142.02,392.52,100%,35,3,0,4,3,1,3,1
32905,22084,Brevard,Florida,5,0,10,5,5,7,5,4235,63.15,132.99,100%,35,3,0,4,3,2,3,2
32907,41870,Brevard,Florida,6,0,11,6,6,8,6,22469,68.48,161.13,100%,35,2,0,3,2,1,2,1
32908,10892,Brevard,Florida,6,1,12,6,6,8,6,8351,202.01,525.57,100%,35,3,0,4,2,1,2,1
32909,30120,Brevard,Florida,5,1,11,5,5,7,5,11084,105.54,290.55,100%,35,2,0,3,2,1,2,1
32920,9848,Brevard,Florida,6,0,11,6,6,8,6,3465,16.25,40.15,100%,35,2,0,3,2,1,2,1
32922,14916,Brevard,Florida,5,0,10,5,5,7,5,693,42.69,110.37,100%,35,2,0,3,2,1,2,1
32926,22752,Brevard,Florida,5,0,10,5,5,7,6,2688,52.79,113.94,100%,35,2,1,4,2,1,2,1
32927,28092,Brevard,Florida,6,0,11,6,6,8,7,6968,81.32,243.87,100%,35,2,0,3,2,1,2,1
32931,13567,Brevard,Florida,5,0,10,5,5,7,5,3152,55.92,113.17,100%,35,2,0,3,2,1,2,1
32934,17338,Brevard,Florida,6,0,11,6,6,8,6,3533,94.68,187.55,99%,35,2,1,4,2,1,2,1
32935,39082,Brevard,Florida,7,0,12,7,7,9,7,27745,73.45,154.74,100%,35,3,0,4,2,1,2,1
32937,24969,Brevard,Florida,6,0,11,6,6,8,6,15905,67.89,130.3,100%,35,3,0,4,2,1,2,1
32940,31999,Brevard,Florida,6,0,11,6,6,8,6,18248,94.53,272.84,100%,35,2,0,3,2,1,2,1
32949,2248,Brevard,Florida,6,1,12,6,6,8,6,132,73.28,182.76,100%,35,3,0,4,3,2,3,2
32950,3982,Brevard,Florida,5,0,10,5,5,7,5,156,88.55,169.57,100%,35,2,0,3,2,1,2,1
32951,10673,Brevard,Florida,4,1,10,4,4,6,4,5407,77.2,183.46,100%,55,2,0,3,2,1,2,1
32952,19881,Brevard,Florida,5,0,10,5,5,7,5,14888,73.41,181.8,100%,35,2,0,3,2,1,2,1
32953,22754,Brevard,Florida,6,0,11,6,6,8,6,7818,59.11,142.71,100%,35,2,0,3,2,1,2,1
32955,36374,Brevard,Florida,6,0,11,6,6,8,6,22912,132.24,442.46,100%,35,2,0,3,2,1,2,1
32976,9079,Brevard,Florida,4,1,10,4,2,6,2,862,81.53,213.58,100%,55,3,0,4,3,2,3,2
79832,NULL,Brewster,Texas,,,,,,,,,,,,,,,,,,,
79830,7682,Brewster,Texas,7,3,15,3,3,5,3,10751,41.91,99.28,83%,64,3,2,7,1,1,1,1
79852,799,Brewster,Texas,3,1,7,2,2,4,2,488,5.34,13.63,52%,64,3,1,6,1,1,1,1
79257,1067,Briscoe,Texas,2,3,10,1,1,3,1,,,,85%,,2,2,5,0,0,0,0
79255,571,Briscoe,Texas,3,3,12,2,1,4,1,67,12.14,27.54,98%,69.95,2,2,5,0,0,0,0
2031,NULL,Bristol,Massachusetts,,,,,,,,,,,,,,,,,,,
2783,NULL,Bristol,Massachusetts,,,,,,,,,,,,,,,,,,,
2048,23184,Bristol,Massachusetts,4,0,10,2,2,4,3,46380,54.92,152.96,99%,39.99,3,0,5,2,2,2,2
2356,12564,Bristol,Massachusetts,3,0,9,2,2,4,3,14398,94.01,264.92,100%,39.99,3,0,5,2,2,2,2
2357,1360,Bristol,Massachusetts,3,0,9,2,2,4,3,242,39.44,110.79,78%,39.99,3,0,5,2,2,2,2
2375,9188,Bristol,Massachusetts,3,0,9,2,2,4,3,6182,184.72,372.78,100%,39.99,3,0,5,2,2,2,2
2702,4125,Bristol,Massachusetts,4,0,10,2,2,4,3,354,61.6,199.3,99%,39.99,3,0,5,2,2,2,2
2703,43593,Bristol,Massachusetts,5,0,11,3,3,5,4,86978,160.64,347.25,99%,39.99,4,0,6,3,3,3,3
2715,3123,Bristol,Massachusetts,2,0,8,1,1,3,2,12,94.75,241.79,99%,79.99,2,0,4,1,1,1,1
2717,4745,Bristol,Massachusetts,4,0,10,2,2,4,3,328,57.97,117.2,100%,39.99,3,0,5,2,2,2,2
2718,6655,Bristol,Massachusetts,3,0,9,2,2,4,3,34,151.42,616.72,99%,39.99,3,0,5,2,2,2,2
2719,15873,Bristol,Massachusetts,3,0,9,1,1,3,1,8610,129.92,225.75,100%,79.99,2,0,4,1,1,1,1
2720,30287,Bristol,Massachusetts,3,0,9,1,1,3,2,37674,167.61,527.73,99%,79.99,2,0,4,1,1,1,1
2721,26290,Bristol,Massachusetts,5,0,11,3,3,5,4,13800,137.38,348.9,99%,65.99,3,0,5,2,2,2,2
2723,14767,Bristol,Massachusetts,3,0,9,1,1,3,2,6076,43.36,120.34,100%,79.99,2,0,4,1,1,1,1
2724,16908,Bristol,Massachusetts,3,0,9,1,1,3,2,2836,119.8,264.76,99%,79.99,2,0,4,1,1,1,1
2725,2631,Bristol,Massachusetts,3,0,9,1,1,3,2,28,19.27,55.92,100%,79.99,2,0,4,1,1,1,1
2726,15534,Bristol,Massachusetts,3,0,9,1,1,3,2,2786,119.55,315.21,100%,79.99,2,0,4,1,1,1,1
2740,43087,Bristol,Massachusetts,3,0,9,1,1,3,1,66434,114.08,274.17,99%,79.99,2,0,4,1,1,1,1
2743,10307,Bristol,Massachusetts,4,0,10,2,2,4,3,2248,198.88,256.85,100%,39.99,3,0,5,2,2,2,2
2744,11900,Bristol,Massachusetts,3,0,9,1,1,3,1,290,83.91,186.67,100%,79.99,2,0,4,1,1,1,1
2745,24576,Bristol,Massachusetts,3,0,9,1,1,3,2,4496,87.51,212.11,100%,79.99,2,0,4,1,1,1,1
2746,15342,Bristol,Massachusetts,3,0,9,1,1,3,2,1998,82.78,211.86,99%,79.99,2,0,4,1,1,1,1
2747,22927,Bristol,Massachusetts,5,0,11,3,3,5,4,7846,95.89,232.56,82%,39.99,4,0,6,3,3,3,3
2748,11442,Bristol,Massachusetts,4,1,11,2,2,4,2,3408,190.49,303.53,100%,69.99,3,0,5,2,2,2,2
2760,26739,Bristol,Massachusetts,4,0,10,2,2,4,3,11336,84,227.02,99%,39.99,3,0,5,2,2,2,2
2763,1973,Bristol,Massachusetts,3,0,9,2,2,4,3,5788,236.03,314.28,100%,39.99,3,0,5,2,2,2,2
2764,3988,Bristol,Massachusetts,3,0,9,1,1,3,2,10,105.33,126.68,100%,79.99,2,0,4,1,1,1,1
2766,19031,Bristol,Massachusetts,4,0,10,2,2,4,3,4034,92.37,276.41,99%,39.99,3,0,5,2,2,2,2
2767,13566,Bristol,Massachusetts,3,0,9,2,2,4,3,6248,94.5,217.05,100%,39.99,3,0,5,2,2,2,2
2769,11608,Bristol,Massachusetts,3,0,9,1,1,3,2,12224,108.57,301.24,100%,79.99,2,0,4,1,1,1,1
2771,13708,Bristol,Massachusetts,3,0,9,1,1,3,2,13638,135.18,302.16,100%,79.99,2,0,4,1,1,1,1
2777,15840,Bristol,Massachusetts,3,0,9,1,1,3,2,2608,78.66,207.77,100%,79.99,2,0,4,1,1,1,1
2779,6411,Bristol,Massachusetts,4,0,10,2,2,4,3,8912,85.05,155.23,100%,39.99,3,0,5,2,2,2,2
2780,49036,Bristol,Massachusetts,5,0,11,2,2,4,3,34686,113.56,306.44,99%,39.99,3,0,5,2,2,2,2
2790,15717,Bristol,Massachusetts,5,0,11,3,3,5,4,14330,94.6,221.36,99%,65.99,3,1,6,2,2,3,2
